インスタンスタイプ,インスタンスファミリー,インスタンスサイズ,アベイラビリティーゾーン,無料利用枠の対象,無料トライアルが利用できます,ベアメタル,ハイパーバイザー,vCPU,アーキテクチャ,コア,有効なコア,コアごとのスレッド,コアあたり有効なスレッド,持続クロック速度 (GHz),メモリ (GiB),ストレージ (GB),ローカルインスタンスストレージ,ストレージタイプ,ストレージディスク数,EBS 暗号化のサポート,EBS 最適化のサポート,ネットワークパフォーマンス,ベースライン帯域幅 (Gbps),バースト帯域幅 (Gbps),ENA 対応,ネットワークインターフェイスの最大数,インターフェイスあたりの IPv4 アドレス,インターフェイスあたりの IPv6 アドレス,IPv6 サポート,サポートされているプレイスメントグループ戦略,GPU,FPGA,自動復旧のサポート,サポートされているルートデバイスタイプ,Dedicated Host のサポート,オンデマンド休止のサポート,バースト可能パフォーマンスのサポート,現行世代,ENA Express のサポート,オンデマンド Windows 料金(USD/時間),オンデマンド Linux 料金(USD/時間),オンデマンド SUSE 料金(USD/時間),オンデマンド RHEL 料金(USD/時間),"オンデマンド ap-northeast-1-tpe-1 Windows 料金(USD/時間)","オンデマンド ap-northeast-1-tpe-1 SUSE 料金(USD/時間)","オンデマンド ap-northeast-1-tpe-1 RHEL 料金(USD/時間)","オンデマンド ap-northeast-1-tpe-1 Linux 料金(USD/時間)",最大帯域幅 (Mbps),最大スループット (MB/秒､128 KiB I/O),最大 IOPS (16 KiB I/O),ベースラインの帯域幅 (Mbps),ベースラインスループット (MB/秒、128 KiB I/O),ベースライン IOPS (16 KiB I/O)
m5n.16xlarge,m5n,16xlarge,"az4, az2, az1",FALSE,FALSE,FALSE,nitro,64,x86_64,32,"2,4,6,8,10,12,14,16,18,20,22,24,26,28,30,32",2,"1,2",3.1,256,-,-,-,-,supported,default,75G,-,-,required,15,50,50,True,"cluster, partition, spread",-,-,True,ebs,True,-,-,TRUE,FALSE,7.84,4.896,5.021,5.026,,,,,13600,1700,60000,13600,1700,60000
m5n.24xlarge,m5n,24xlarge,"az2, az4, az1",FALSE,FALSE,FALSE,nitro,96,x86_64,48,"2,4,6,8,10,12,14,16,18,20,22,24,26,28,30,32,34,36,38,40,42,44,46,48",2,"1,2",3.1,384,-,-,-,-,supported,default,100G,-,-,required,15,50,50,True,"cluster, partition, spread",-,-,True,ebs,True,-,-,TRUE,FALSE,11.76,7.344,7.469,7.474,,,,,19000,2375,80000,19000,2375,80000
m5n.metal,m5n,metal,"az2, az4",FALSE,FALSE,TRUE,,96,x86_64,48,-,2,-,3.1,384,-,-,-,-,supported,default,100G,-,-,required,15,50,50,True,"cluster, partition, spread",-,-,True,ebs,True,-,-,TRUE,FALSE,11.76,7.344,7.469,7.474,,,,,19000,2375,80000,19000,2375,80000
m5zn.large,m5zn,large,"az4, az1, az2",FALSE,FALSE,FALSE,nitro,2,x86_64,1,1,2,"1,2",4.5,8,-,-,-,-,supported,default,max 25G,3,25,required,3,10,10,True,"cluster, partition, spread",-,-,True,ebs,True,-,-,TRUE,FALSE,0.3054,0.2134,0.2697,0.2734,,,,,3170,396.25,13333,800,100,3333
m5zn.xlarge,m5zn,xlarge,"az4, az2, az1",FALSE,FALSE,FALSE,nitro,4,x86_64,2,"1,2",2,"1,2",4.5,16,-,-,-,-,supported,default,max 25G,5,25,required,4,15,15,True,"cluster, partition, spread",-,-,True,ebs,True,-,-,TRUE,FALSE,0.6107,0.4267,0.483,0.4867,,,,,3170,396.25,13333,1564,195.5,6667
m5zn.2xlarge,m5zn,2xlarge,"az2, az4, az1",FALSE,FALSE,FALSE,nitro,8,x86_64,4,"2,4",2,"1,2",4.5,32,-,-,-,-,supported,default,max 25G,10,25,required,4,15,15,True,"cluster, partition, spread",-,-,True,ebs,True,-,-,TRUE,FALSE,1.2214,0.8534,0.9784,0.9834,,,,,3170,396.25,13333,3170,396.25,13333
m5zn.3xlarge,m5zn,3xlarge,"az4, az1, az2",FALSE,FALSE,FALSE,nitro,12,x86_64,6,"2,4,6",2,"1,2",4.5,48,-,-,-,-,supported,default,max 25G,15,25,required,8,30,30,True,"cluster, partition, spread",-,-,True,ebs,True,-,-,TRUE,FALSE,1.8321,1.2801,1.4051,1.4101,,,,,4750,593.75,20000,4750,593.75,20000
m5zn.6xlarge,m5zn,6xlarge,"az1, az4, az2",FALSE,FALSE,FALSE,nitro,24,x86_64,12,"2,4,6,8,10,12",2,"1,2",4.5,96,-,-,-,-,supported,default,50G,-,-,required,8,30,30,True,"cluster, partition, spread",-,-,True,ebs,True,-,-,TRUE,FALSE,3.6642,2.5602,2.6852,2.6902,,,,,9500,1187.5,40000,9500,1187.5,40000
m5zn.12xlarge,m5zn,12xlarge,"az1, az4, az2",FALSE,FALSE,FALSE,nitro,48,x86_64,24,"2,4,6,8,10,12,14,16,18,20,22,24",2,"1,2",4.5,192,-,-,-,-,supported,default,100G,-,-,required,15,50,50,True,"cluster, partition, spread",-,-,True,ebs,True,-,-,TRUE,FALSE,7.3284,5.1204,5.2454,5.2504,,,,,19000,2375,80000,19000,2375,80000
m5zn.metal,m5zn,metal,"az2, az1, az4",FALSE,FALSE,TRUE,,48,x86_64,24,-,2,-,4.5,192,-,-,-,-,supported,default,100G,-,-,required,15,50,50,True,"cluster, partition, spread",-,-,True,ebs,True,-,-,TRUE,FALSE,7.3284,5.1204,5.2454,5.2504,,,,,19000,2375,80000,19000,2375,80000
m6a.large,m6a,large,"az4, az1, az2",FALSE,FALSE,FALSE,nitro,2,x86_64,1,1,2,"1,2",3.6,8,-,-,-,-,supported,default,max 12.5G,0.781,12.5,required,3,10,10,True,"cluster, partition, spread",-,-,True,ebs,True,-,-,TRUE,FALSE,0.2036,0.1116,0.1679,0.1716,,,,,10000,1250,40000,650,81.25,3600
m6a.xlarge,m6a,xlarge,"az2, az4, az1",FALSE,FALSE,FALSE,nitro,4,x86_64,2,"1,2",2,"1,2",3.6,16,-,-,-,-,supported,default,max 12.5G,1.562,12.5,required,4,15,15,True,"cluster, partition, spread",-,-,True,ebs,True,-,-,TRUE,FALSE,0.4072,0.2232,0.2795,0.2832,,,,,10000,1250,40000,1250,156.25,6000
m6a.2xlarge,m6a,2xlarge,"az4, az2, az1",FALSE,FALSE,FALSE,nitro,8,x86_64,4,"1,2,3,4",2,"1,2",3.6,32,-,-,-,-,supported,default,max 12.5G,3.125,12.5,required,4,15,15,True,"cluster, partition, spread",-,-,True,ebs,True,-,-,TRUE,FALSE,0.8144,0.4464,0.5714,0.5764,,,,,10000,1250,40000,2500,312.5,12000
m6a.4xlarge,m6a,4xlarge,"az4, az1, az2",FALSE,FALSE,FALSE,nitro,16,x86_64,8,"1,2,3,4,5,6,7,8",2,"1,2",3.6,64,-,-,-,-,supported,default,max 12.5G,6.25,12.5,required,8,30,30,True,"cluster, partition, spread",-,-,True,ebs,True,-,-,TRUE,FALSE,1.6288,0.8928,1.0178,1.0228,,,,,10000,1250,40000,5000,625,20000
m6a.8xlarge,m6a,8xlarge,"az2, az4, az1",FALSE,FALSE,FALSE,nitro,32,x86_64,16,"4,6,8,10,12,14,16",2,"1,2",3.6,128,-,-,-,-,supported,default,12.5G,-,-,required,8,30,30,True,"cluster, partition, spread",-,-,True,ebs,True,-,-,TRUE,FALSE,3.2576,1.7856,1.9106,1.9156,,,,,10000,1250,40000,10000,1250,40000
m6a.12xlarge,m6a,12xlarge,"az1, az2, az4",FALSE,FALSE,FALSE,nitro,48,x86_64,24,"1,2,3,4,5,6,7,8,16,24",2,"1,2",3.6,192,-,-,-,-,supported,default,18.75G,-,-,required,8,30,30,True,"cluster, partition, spread",-,-,True,ebs,True,-,-,TRUE,FALSE,4.8864,2.6784,2.8034,2.8084,,,,,15000,1875,60000,15000,1875,60000
m6a.16xlarge,m6a,16xlarge,"az1, az4, az2",FALSE,FALSE,FALSE,nitro,64,x86_64,32,"4,6,8,10,12,14,16,32",2,"1,2",3.6,256,-,-,-,-,supported,default,25G,-,-,required,15,50,50,True,"cluster, partition, spread",-,-,True,ebs,True,-,-,TRUE,FALSE,6.5152,3.5712,3.6962,3.7012,,,,,20000,2500,80000,20000,2500,80000
m6a.24xlarge,m6a,24xlarge,"az4, az1, az2",FALSE,FALSE,FALSE,nitro,96,x86_64,48,"4,6,8,10,12,14,16,32,48",2,"1,2",3.6,384,-,-,-,-,supported,default,37.5G,-,-,required,15,50,50,True,"cluster, partition, spread",-,-,True,ebs,True,-,-,TRUE,FALSE,9.7728,5.3568,5.4818,5.4868,,,,,30000,3750,120000,30000,3750,120000
m6a.32xlarge,m6a,32xlarge,"az2, az4, az1",FALSE,FALSE,FALSE,nitro,128,x86_64,64,"8,12,16,20,24,28,32,64",2,"1,2",3.6,512,-,-,-,-,supported,default,50G,-,-,required,15,50,50,True,"cluster, partition, spread",-,-,True,ebs,True,-,-,TRUE,FALSE,13.0304,7.1424,7.2674,7.2724,,,,,40000,5000,160000,40000,5000,160000
m6a.48xlarge,m6a,48xlarge,"az2, az4, az1",FALSE,FALSE,FALSE,nitro,192,x86_64,96,"8,12,16,20,24,28,32,64,96",2,"1,2",3.6,768,-,-,-,-,supported,default,50G,-,-,required,15,50,50,True,"cluster, partition, spread",-,-,True,ebs,True,-,-,TRUE,TRUE,19.5456,10.7136,10.8386,10.8436,,,,,40000,5000,240000,40000,5000,240000
m6a.metal,m6a,metal,"az2, az4, az1",FALSE,FALSE,TRUE,,192,x86_64,96,-,2,-,3.6,768,-,-,-,-,supported,default,50G,-,-,required,15,50,50,True,"cluster, partition, spread",-,-,True,ebs,True,-,-,TRUE,TRUE,19.5456,10.7136,10.8386,10.8436,,,,,40000,5000,240000,40000,5000,240000
m6g.medium,m6g,medium,"az4, az1, az2",FALSE,FALSE,FALSE,nitro,1,arm64,1,-,1,-,2.5,4,-,-,-,-,supported,default,max 10G,0.5,10,required,2,4,4,True,"cluster, partition, spread",-,-,True,ebs,True,-,-,TRUE,FALSE,,0.0495,0.0805,0.1095,,,,,4750,593.75,20000,315,39.38,2500
m6g.large,m6g,large,"az4, az1, az2",FALSE,FALSE,FALSE,nitro,2,arm64,2,"1,2",1,1,2.5,8,-,-,-,-,supported,default,max 10G,0.75,10,required,3,10,10,True,"cluster, partition, spread",-,-,True,ebs,True,-,-,TRUE,FALSE,,0.099,0.1553,0.159,,,,,4750,593.75,20000,630,78.75,3600
m6g.xlarge,m6g,xlarge,"az4, az1, az2",FALSE,FALSE,FALSE,nitro,4,arm64,4,"1,2,3,4",1,1,2.5,16,-,-,-,-,supported,default,max 10G,1.25,10,required,4,15,15,True,"cluster, partition, spread",-,-,True,ebs,True,-,-,TRUE,FALSE,,0.198,0.2543,0.258,,,,,4750,593.75,20000,1188,148.5,6000
m6g.2xlarge,m6g,2xlarge,"az2, az4, az1",FALSE,FALSE,FALSE,nitro,8,arm64,8,"1,2,3,4,5,6,7,8",1,1,2.5,32,-,-,-,-,supported,default,max 10G,2.5,10,required,4,15,15,True,"cluster, partition, spread",-,-,True,ebs,True,-,-,TRUE,FALSE,,0.396,0.521,0.526,,,,,4750,593.75,20000,2375,296.88,12000
m6g.4xlarge,m6g,4xlarge,"az1, az2, az4",FALSE,FALSE,FALSE,nitro,16,arm64,16,"1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16",1,1,2.5,64,-,-,-,-,supported,default,max 10G,5,10,required,8,30,30,True,"cluster, partition, spread",-,-,True,ebs,True,-,-,TRUE,FALSE,,0.792,0.917,0.922,,,,,4750,593.75,20000,4750,593.75,20000
m6g.8xlarge,m6g,8xlarge,"az1, az2, az4",FALSE,FALSE,FALSE,nitro,32,arm64,32,"1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32",1,1,2.5,128,-,-,-,-,supported,default,12G,-,-,required,8,30,30,True,"cluster, partition, spread",-,-,True,ebs,True,-,-,TRUE,FALSE,,1.584,1.709,1.714,,,,,9500,1187.5,40000,9500,1187.5,40000
m6g.12xlarge,m6g,12xlarge,"az2, az1, az4",FALSE,FALSE,FALSE,nitro,48,arm64,48,"1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48",1,1,2.5,192,-,-,-,-,supported,default,20G,-,-,required,8,30,30,True,"cluster, partition, spread",-,-,True,ebs,True,-,-,TRUE,FALSE,,2.376,2.501,2.506,,,,,14250,1781.25,50000,14250,1781.25,50000
m6g.16xlarge,m6g,16xlarge,"az4, az1, az2",FALSE,FALSE,FALSE,nitro,64,arm64,64,"1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64",1,1,2.5,256,-,-,-,-,supported,default,25G,-,-,required,15,50,50,True,"cluster, partition, spread",-,-,True,ebs,True,-,-,TRUE,FALSE,,3.168,3.293,3.298,,,,,19000,2375,80000,19000,2375,80000
m6g.metal,m6g,metal,"az1, az2, az4",FALSE,FALSE,TRUE,,64,arm64,64,-,1,-,2.5,256,-,-,-,-,supported,default,25G,-,-,required,15,50,50,True,"cluster, partition, spread",-,-,True,ebs,True,-,-,TRUE,FALSE,,3.168,3.293,3.298,,,,,19000,2375,80000,19000,2375,80000
m6gd.medium,m6gd,medium,"az2, az4, az1",FALSE,FALSE,FALSE,nitro,1,arm64,1,-,1,-,2.5,4,59,True,ssd,1,supported,default,max 10G,0.5,10,required,2,4,4,True,"cluster, partition, spread",-,-,-,ebs,True,-,-,TRUE,FALSE,,0.0585,0.0895,0.1185,,,,,4750,593.75,20000,315,39.38,2500
m6gd.large,m6gd,large,"az4, az1, az2",FALSE,FALSE,FALSE,nitro,2,arm64,2,"1,2",1,1,2.5,8,118,True,ssd,1,supported,default,max 10G,0.75,10,required,3,10,10,True,"cluster, partition, spread",-,-,-,ebs,True,-,-,TRUE,FALSE,,0.117,0.1733,0.177,,,,,4750,593.75,20000,630,78.75,3600
m6gd.xlarge,m6gd,xlarge,"az2, az1, az4",FALSE,FALSE,FALSE,nitro,4,arm64,4,"1,2,3,4",1,1,2.5,16,237,True,ssd,1,supported,default,max 10G,1.25,10,required,4,15,15,True,"cluster, partition, spread",-,-,-,ebs,True,-,-,TRUE,FALSE,,0.234,0.2903,0.294,,,,,4750,593.75,20000,1188,148.5,6000
m6gd.2xlarge,m6gd,2xlarge,"az2, az4, az1",FALSE,FALSE,FALSE,nitro,8,arm64,8,"1,2,3,4,5,6,7,8",1,1,2.5,32,474,True,ssd,1,supported,default,max 10G,2.5,10,required,4,15,15,True,"cluster, partition, spread",-,-,-,ebs,True,-,-,TRUE,FALSE,,0.468,0.593,0.598,,,,,4750,593.75,20000,2375,296.88,12000
m6gd.4xlarge,m6gd,4xlarge,"az2, az4, az1",FALSE,FALSE,FALSE,nitro,16,arm64,16,"1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16",1,1,2.5,64,950,True,ssd,1,supported,default,max 10G,5,10,required,8,30,30,True,"cluster, partition, spread",-,-,-,ebs,True,-,-,TRUE,FALSE,,0.936,1.061,1.066,,,,,4750,593.75,20000,4750,593.75,20000
m6gd.8xlarge,m6gd,8xlarge,"az4, az1, az2",FALSE,FALSE,FALSE,nitro,32,arm64,32,"1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32",1,1,2.5,128,1900,True,ssd,1,supported,default,12G,-,-,required,8,30,30,True,"cluster, partition, spread",-,-,-,ebs,True,-,-,TRUE,FALSE,,1.872,1.997,2.002,,,,,9500,1187.5,40000,9500,1187.5,40000
m6gd.12xlarge,m6gd,12xlarge,"az2, az4, az1",FALSE,FALSE,FALSE,nitro,48,arm64,48,"1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48",1,1,2.5,192,2850,True,ssd,2,supported,default,20G,-,-,required,8,30,30,True,"cluster, partition, spread",-,-,-,ebs,True,-,-,TRUE,FALSE,,2.808,2.933,2.938,,,,,14250,1781.25,50000,14250,1781.25,50000
m6gd.16xlarge,m6gd,16xlarge,"az2, az1, az4",FALSE,FALSE,FALSE,nitro,64,arm64,64,"1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64",1,1,2.5,256,3800,True,ssd,2,supported,default,25G,-,-,required,15,50,50,True,"cluster, partition, spread",-,-,-,ebs,True,-,-,TRUE,FALSE,,3.744,3.869,3.874,,,,,19000,2375,80000,19000,2375,80000
m6gd.metal,m6gd,metal,"az4, az2, az1",FALSE,FALSE,TRUE,,64,arm64,64,-,1,-,2.5,256,3800,True,ssd,2,supported,default,25G,-,-,required,15,50,50,True,"cluster, partition, spread",-,-,-,ebs,True,-,-,TRUE,FALSE,,3.744,3.869,3.874,,,,,19000,2375,80000,19000,2375,80000
m6i.large,m6i,large,"az1, az4, az2",FALSE,FALSE,FALSE,nitro,2,x86_64,1,1,2,"1,2",3.5,8,-,-,-,-,supported,default,max 12.5G,0.781,12.5,required,3,10,10,True,"cluster, partition, spread",-,-,True,ebs,True,True,-,TRUE,FALSE,0.216,0.124,0.1803,0.184,,,,,10000,1250,40000,650,81.25,3600
m6i.xlarge,m6i,xlarge,"az1, az2, az4",FALSE,FALSE,FALSE,nitro,4,x86_64,2,"1,2",2,"1,2",3.5,16,-,-,-,-,supported,default,max 12.5G,1.562,12.5,required,4,15,15,True,"cluster, partition, spread",-,-,True,ebs,True,True,-,TRUE,FALSE,0.432,0.248,0.3043,0.308,,,,,10000,1250,40000,1250,156.25,6000
m6i.2xlarge,m6i,2xlarge,"az2, az4, az1",FALSE,FALSE,FALSE,nitro,8,x86_64,4,"2,4",2,"1,2",3.5,32,-,-,-,-,supported,default,max 12.5G,3.125,12.5,required,4,15,15,True,"cluster, partition, spread",-,-,True,ebs,True,True,-,TRUE,FALSE,0.864,0.496,0.621,0.626,,,,,10000,1250,40000,2500,312.5,12000
m6i.4xlarge,m6i,4xlarge,"az4, az1, az2",FALSE,FALSE,FALSE,nitro,16,x86_64,8,"2,4,6,8",2,"1,2",3.5,64,-,-,-,-,supported,default,max 12.5G,6.25,12.5,required,8,30,30,True,"cluster, partition, spread",-,-,True,ebs,True,True,-,TRUE,FALSE,1.728,0.992,1.117,1.122,,,,,10000,1250,40000,5000,625,20000
m6i.8xlarge,m6i,8xlarge,"az4, az2, az1",FALSE,FALSE,FALSE,nitro,32,x86_64,16,"2,4,6,8,10,12,14,16",2,"1,2",3.5,128,-,-,-,-,supported,default,12.5G,-,-,required,8,30,30,True,"cluster, partition, spread",-,-,True,ebs,True,True,-,TRUE,FALSE,3.456,1.984,2.109,2.114,,,,,10000,1250,40000,10000,1250,40000
m6i.12xlarge,m6i,12xlarge,"az1, az2, az4",FALSE,FALSE,FALSE,nitro,48,x86_64,24,"2,4,6,8,10,12,14,16,18,20,22,24",2,"1,2",3.5,192,-,-,-,-,supported,default,18.75G,-,-,required,8,30,30,True,"cluster, partition, spread",-,-,True,ebs,True,-,-,TRUE,FALSE,5.184,2.976,3.101,3.106,,,,,15000,1875,60000,15000,1875,60000
m6i.16xlarge,m6i,16xlarge,"az2, az4, az1",FALSE,FALSE,FALSE,nitro,64,x86_64,32,"2,4,6,8,10,12,14,16,18,20,22,24,26,28,30,32",2,"1,2",3.5,256,-,-,-,-,supported,default,25G,-,-,required,15,50,50,True,"cluster, partition, spread",-,-,True,ebs,True,-,-,TRUE,FALSE,6.912,3.968,4.093,4.098,,,,,20000,2500,80000,20000,2500,80000
m6i.24xlarge,m6i,24xlarge,"az2, az1, az4",FALSE,FALSE,FALSE,nitro,96,x86_64,48,"2,4,6,8,10,12,14,16,18,20,22,24,26,28,30,32,34,36,38,40,42,44,46,48",2,"1,2",3.5,384,-,-,-,-,supported,default,37.5G,-,-,required,15,50,50,True,"cluster, partition, spread",-,-,True,ebs,True,-,-,TRUE,FALSE,10.368,5.952,6.077,6.082,,,,,30000,3750,120000,30000,3750,120000
m6i.32xlarge,m6i,32xlarge,"az2, az4, az1",FALSE,FALSE,FALSE,nitro,128,x86_64,64,"2,4,6,8,10,12,14,16,18,20,22,24,26,28,30,32,34,36,38,40,42,44,46,48,50,52,54,56,58,60,62,64",2,"1,2",3.5,512,-,-,-,-,supported,default,50G,-,-,required,15,50,50,True,"cluster, partition, spread",-,-,True,ebs,True,-,-,TRUE,TRUE,13.824,7.936,8.061,8.066,,,,,40000,5000,160000,40000,5000,160000
m6i.metal,m6i,metal,"az4, az2, az1",FALSE,FALSE,TRUE,,128,x86_64,64,-,2,-,3.5,512,-,-,-,-,supported,default,50G,-,-,required,15,50,50,True,"cluster, partition, spread",-,-,True,ebs,True,-,-,TRUE,TRUE,13.824,7.936,8.061,8.066,,,,,40000,5000,160000,40000,5000,160000
m6id.large,m6id,large,"az1, az4, az2",FALSE,FALSE,FALSE,nitro,2,x86_64,1,1,2,"1,2",3.5,8,118,True,ssd,1,supported,default,max 12.5G,0.781,12.5,required,3,10,10,True,"cluster, partition, spread",-,-,-,ebs,True,True,-,TRUE,FALSE,0.2453,0.1533,0.2096,0.2133,,,,,10000,1250,40000,650,81.25,3600
m6id.xlarge,m6id,xlarge,"az2, az1, az4",FALSE,FALSE,FALSE,nitro,4,x86_64,2,"1,2",2,"1,2",3.5,16,237,True,ssd,1,supported,default,max 12.5G,1.562,12.5,required,4,15,15,True,"cluster, partition, spread",-,-,-,ebs,True,True,-,TRUE,FALSE,0.4906,0.3066,0.3629,0.3666,,,,,10000,1250,40000,1250,156.25,6000
m6id.2xlarge,m6id,2xlarge,"az2, az4, az1",FALSE,FALSE,FALSE,nitro,8,x86_64,4,"2,4",2,"1,2",3.5,32,474,True,ssd,1,supported,default,max 12.5G,3.125,12.5,required,4,15,15,True,"cluster, partition, spread",-,-,-,ebs,True,True,-,TRUE,FALSE,0.9812,0.6132,0.7382,0.7432,,,,,10000,1250,40000,2500,312.5,12000
m6id.4xlarge,m6id,4xlarge,"az2, az4, az1",FALSE,FALSE,FALSE,nitro,16,x86_64,8,"2,4,6,8",2,"1,2",3.5,64,950,True,ssd,1,supported,default,max 12.5G,6.25,12.5,required,8,30,30,True,"cluster, partition, spread",-,-,-,ebs,True,True,-,TRUE,FALSE,1.9624,1.2264,1.3514,1.3564,,,,,10000,1250,40000,5000,625,20000
m6id.8xlarge,m6id,8xlarge,"az4, az2, az1",FALSE,FALSE,FALSE,nitro,32,x86_64,16,"2,4,6,8,10,12,14,16",2,"1,2",3.5,128,1900,True,ssd,1,supported,default,12.5G,-,-,required,8,30,30,True,"cluster, partition, spread",-,-,-,ebs,True,True,-,TRUE,FALSE,3.9248,2.4528,2.5778,2.5828,,,,,10000,1250,40000,10000,1250,40000
m6id.12xlarge,m6id,12xlarge,"az2, az1, az4",FALSE,FALSE,FALSE,nitro,48,x86_64,24,"2,4,6,8,10,12,14,16,18,20,22,24",2,"1,2",3.5,192,2850,True,ssd,2,supported,default,18.75G,-,-,required,8,30,30,True,"cluster, partition, spread",-,-,-,ebs,True,-,-,TRUE,FALSE,5.8872,3.6792,3.8042,3.8092,,,,,15000,1875,60000,15000,1875,60000
m6id.16xlarge,m6id,16xlarge,"az4, az2, az1",FALSE,FALSE,FALSE,nitro,64,x86_64,32,"2,4,6,8,10,12,14,16,18,20,22,24,26,28,30,32",2,"1,2",3.5,256,3800,True,ssd,2,supported,default,25G,-,-,required,15,50,50,True,"cluster, partition, spread",-,-,-,ebs,True,-,-,TRUE,FALSE,7.8496,4.9056,5.0306,5.0356,,,,,20000,2500,80000,20000,2500,80000
m6id.24xlarge,m6id,24xlarge,"az2, az1, az4",FALSE,FALSE,FALSE,nitro,96,x86_64,48,"2,4,6,8,10,12,14,16,18,20,22,24,26,28,30,32,34,36,38,40,42,44,46,48",2,"1,2",3.5,384,5700,True,ssd,4,supported,default,37.5G,-,-,required,15,50,50,True,"cluster, partition, spread",-,-,-,ebs,True,-,-,TRUE,FALSE,11.7744,7.3584,7.4834,7.4884,,,,,30000,3750,120000,30000,3750,120000
m6id.32xlarge,m6id,32xlarge,"az2, az1, az4",FALSE,FALSE,FALSE,nitro,128,x86_64,64,"2,4,6,8,10,12,14,16,18,20,22,24,26,28,30,32,34,36,38,40,42,44,46,48,50,52,54,56,58,60,62,64",2,"1,2",3.5,512,7600,True,ssd,4,supported,default,50G,-,-,required,15,50,50,True,"cluster, partition, spread",-,-,-,ebs,True,-,-,TRUE,TRUE,15.6992,9.8112,9.9362,9.9412,,,,,40000,5000,160000,40000,5000,160000
m6id.metal,m6id,metal,"az4, az2, az1",FALSE,FALSE,TRUE,,128,x86_64,64,-,2,-,3.5,512,7600,True,ssd,4,supported,default,50G,-,-,required,15,50,50,True,"cluster, partition, spread",-,-,-,ebs,True,-,-,TRUE,TRUE,15.6992,9.8112,9.9362,9.9412,,,,,40000,5000,160000,40000,5000,160000
m6idn.large,m6idn,large,"az2, az1, az4",FALSE,FALSE,FALSE,nitro,2,x86_64,1,1,2,"1,2",3.5,8,118,True,ssd,1,supported,default,max 25G,3.125,25,required,3,10,10,True,"cluster, partition, spread",-,-,-,ebs,True,-,-,TRUE,FALSE,0.29675,0.20475,0.26105,0.26475,,,,,20000,2500,87500,1250,156.25,5468
m6idn.xlarge,m6idn,xlarge,"az4, az2, az1",FALSE,FALSE,FALSE,nitro,4,x86_64,2,"1,2",2,"1,2",3.5,16,237,True,ssd,1,supported,default,max 30G,6.25,30,required,4,15,15,True,"cluster, partition, spread",-,-,-,ebs,True,-,-,TRUE,FALSE,0.5935,0.4095,0.4658,0.4695,,,,,20000,2500,87500,2500,312.5,10937
m6idn.2xlarge,m6idn,2xlarge,"az1, az2, az4",FALSE,FALSE,FALSE,nitro,8,x86_64,4,"1,2,3,4",2,"1,2",3.5,32,474,True,ssd,1,supported,default,max 40G,12.5,40,required,4,15,15,True,"cluster, partition, spread",-,-,-,ebs,True,-,-,TRUE,FALSE,1.187,0.819,0.944,0.949,,,,,20000,2500,87500,5000,625,21875
m6idn.4xlarge,m6idn,4xlarge,"az1, az4, az2",FALSE,FALSE,FALSE,nitro,16,x86_64,8,"1,2,3,4,5,6,7,8",2,"1,2",3.5,64,950,True,ssd,1,supported,default,max 50G,25,50,required,8,30,30,True,"cluster, partition, spread",-,-,-,ebs,True,-,-,TRUE,FALSE,2.374,1.638,1.763,1.768,,,,,20000,2500,87500,10000,1250,43750
m6idn.8xlarge,m6idn,8xlarge,"az2, az4, az1",FALSE,FALSE,FALSE,nitro,32,x86_64,16,"1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16",2,"1,2",3.5,128,1900,True,ssd,1,supported,default,50G,-,-,required,8,30,30,True,"cluster, partition, spread",-,-,-,ebs,True,-,-,TRUE,FALSE,4.748,3.276,3.401,3.406,,,,,20000,2500,87500,20000,2500,87500
m6idn.12xlarge,m6idn,12xlarge,"az4, az2, az1",FALSE,FALSE,FALSE,nitro,48,x86_64,24,"1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24",2,"1,2",3.5,192,2850,True,ssd,2,supported,default,75G,-,-,required,8,30,30,True,"cluster, partition, spread",-,-,-,ebs,True,-,-,TRUE,FALSE,7.122,4.914,5.039,5.044,,,,,30000,3750,131250,30000,3750,131250
